action,action_family,artifacts,base_objective,cell_id,cold_render_max_abs,counter_scope,donor,extra_cell_render_evaluations,family,forward_evaluations,gradient_evaluations,immediate_gain,immediate_objective,iterations_run,lpips,magnitude,ms_ssim,n_gaussians,position_activity,position_coherence,predicted_gain,proposal_seconds,psnr,recovered_gain,seed,selected_iteration,shared_case_render_evaluations,smoke,split_min_eigenvalue,status,terminal_objective,total_cell_render_evaluations,total_seconds
split_d1_m10,split,"{""base_field.npz"":""cells/translation_s0_split_d1_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s0_split_d1_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s0_split_d1_m10/config.json"",""curves.png"":""cells/translation_s0_split_d1_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s0_split_d1_m10/error.png"",""field.npz"":""cells/translation_s0_split_d1_m10/field.npz"",""gradient_packet"":""cases/translation_s0/gradient_packet.npz"",""history.json"":""cells/translation_s0_split_d1_m10/history.json"",""immediate.png"":""cells/translation_s0_split_d1_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s0_split_d1_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s0_split_d1_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s0_split_d1_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s0_split_d1_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s0_split_d1_m10/reconstruction.png"",""target.npy"":""cells/translation_s0_split_d1_m10/target.npy"",""target.png"":""cells/translation_s0_split_d1_m10/target.png""}",9.206762212006043e-05,translation_s0_split_d1_m10,0.0,recovery only,1,2,translation,21,20,-5.755462047615515e-06,9.782308416767595e-05,20,0.001173092401586473,1.0,0.9986357688903809,3,0.00018028123304247856,0.5003522123796658,2.7817677619168535e-05,0.0040094410032907035,52.22149758624176,8.906970069621063e-05,0,20,6,false,-5.452255663840333e-06,ok,2.9979214238497973e-06,23,0.028435166001145262
split_d2_m5,split,"{""base_field.npz"":""cells/translation_s0_split_d2_m5/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s0_split_d2_m5/base_reconstruction.npy"",""config.json"":""cells/translation_s0_split_d2_m5/config.json"",""curves.png"":""cells/translation_s0_split_d2_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s0_split_d2_m5/error.png"",""field.npz"":""cells/translation_s0_split_d2_m5/field.npz"",""gradient_packet"":""cases/translation_s0/gradient_packet.npz"",""history.json"":""cells/translation_s0_split_d2_m5/history.json"",""immediate.png"":""cells/translation_s0_split_d2_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s0_split_d2_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s0_split_d2_m5/input_field.npz"",""progress.jsonl"":""cells/translation_s0_split_d2_m5/progress.jsonl"",""reconstruction.npy"":""cells/translation_s0_split_d2_m5/reconstruction.npy"",""reconstruction.png"":""cells/translation_s0_split_d2_m5/reconstruction.png"",""target.npy"":""cells/translation_s0_split_d2_m5/target.npy"",""target.png"":""cells/translation_s0_split_d2_m5/target.png""}",9.206762212006043e-05,translation_s0_split_d2_m5,0.0,recovery only,2,2,translation,21,20,-3.4466349803482125e-05,0.00012653397192354256,20,0.013790096156299114,0.5,0.9523207545280457,3,0.00018028123304247856,0.5003522123796658,-3.217023186152801e-05,0.0040094410032907035,40.891831289337055,5.134958111390521e-05,0,20,6,false,-5.452255663840333e-06,ok,4.071804100615522e-05,23,0.02917977300239727
split_d2_m10,split,"{""base_field.npz"":""cells/translation_s0_split_d2_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s0_split_d2_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s0_split_d2_m10/config.json"",""curves.png"":""cells/translation_s0_split_d2_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s0_split_d2_m10/error.png"",""field.npz"":""cells/translation_s0_split_d2_m10/field.npz"",""gradient_packet"":""cases/translation_s0/gradient_packet.npz"",""history.json"":""cells/translation_s0_split_d2_m10/history.json"",""immediate.png"":""cells/translation_s0_split_d2_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s0_split_d2_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s0_split_d2_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s0_split_d2_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s0_split_d2_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s0_split_d2_m10/reconstruction.png"",""target.npy"":""cells/translation_s0_split_d2_m10/target.npy"",""target.png"":""cells/translation_s0_split_d2_m10/target.png""}",9.206762212006043e-05,translation_s0_split_d2_m10,0.0,recovery only,2,2,translation,21,20,-4.480671539812285e-05,0.0001368743375181833,20,0.013776677660644054,1.0,0.9521656632423401,3,0.00018028123304247856,0.5003522123796658,-1.1233569239266217e-05,0.0040094410032907035,40.75212527257016,5.00184473457033e-05,0,20,6,false,-5.452255663840333e-06,ok,4.2049174774357134e-05,23,0.028134271000453737
birth_d1,birth,"{""base_field.npz"":""cells/translation_s0_birth_d1/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s0_birth_d1/base_reconstruction.npy"",""config.json"":""cells/translation_s0_birth_d1/config.json"",""curves.png"":""cells/translation_s0_birth_d1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s0_birth_d1/error.png"",""field.npz"":""cells/translation_s0_birth_d1/field.npz"",""gradient_packet"":""cases/translation_s0/gradient_packet.npz"",""history.json"":""cells/translation_s0_birth_d1/history.json"",""immediate.png"":""cells/translation_s0_birth_d1/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s0_birth_d1/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s0_birth_d1/input_field.npz"",""progress.jsonl"":""cells/translation_s0_birth_d1/progress.jsonl"",""reconstruction.npy"":""cells/translation_s0_birth_d1/reconstruction.npy"",""reconstruction.png"":""cells/translation_s0_birth_d1/reconstruction.png"",""target.npy"":""cells/translation_s0_birth_d1/target.npy"",""target.png"":""cells/translation_s0_birth_d1/target.png""}",9.206762212006043e-05,translation_s0_birth_d1,0.0,recovery only,1,2,translation,21,20,2.3246039032847417e-05,6.882158308721302e-05,20,0.0006291507743299007,1.0,0.9984269738197327,3,0.00018028123304247856,0.5003522123796658,1.2430172091626446e-06,0.0040094410032907035,53.22411310975851,8.968772220579751e-05,0,20,6,false,-5.452255663840333e-06,ok,2.3798999142629315e-06,23,0.02776464600174222
birth_d2,birth,"{""base_field.npz"":""cells/translation_s0_birth_d2/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s0_birth_d2/base_reconstruction.npy"",""config.json"":""cells/translation_s0_birth_d2/config.json"",""curves.png"":""cells/translation_s0_birth_d2/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s0_birth_d2/error.png"",""field.npz"":""cells/translation_s0_birth_d2/field.npz"",""gradient_packet"":""cases/translation_s0/gradient_packet.npz"",""history.json"":""cells/translation_s0_birth_d2/history.json"",""immediate.png"":""cells/translation_s0_birth_d2/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s0_birth_d2/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s0_birth_d2/input_field.npz"",""progress.jsonl"":""cells/translation_s0_birth_d2/progress.jsonl"",""reconstruction.npy"":""cells/translation_s0_birth_d2/reconstruction.npy"",""reconstruction.png"":""cells/translation_s0_birth_d2/reconstruction.png"",""target.npy"":""cells/translation_s0_birth_d2/target.npy"",""target.png"":""cells/translation_s0_birth_d2/target.png""}",9.206762212006043e-05,translation_s0_birth_d2,0.0,recovery only,2,2,translation,21,20,-1.5805214317659934e-05,0.00010787283643772037,20,0.013945957645773888,1.0,0.9520854949951172,3,0.00018028123304247856,0.5003522123796658,-3.780822953558527e-05,0.0040094410032907035,40.81642981982572,5.0636468855290165e-05,0,20,6,false,-5.452255663840333e-06,ok,4.143115326477027e-05,23,0.027844510001159506
noop,noop,"{""base_field.npz"":""cells/translation_s1_noop/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_noop/base_reconstruction.npy"",""config.json"":""cells/translation_s1_noop/config.json"",""curves.png"":""cells/translation_s1_noop/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_noop/error.png"",""field.npz"":""cells/translation_s1_noop/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_noop/history.json"",""immediate.png"":""cells/translation_s1_noop/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_noop/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_noop/input_field.npz"",""progress.jsonl"":""cells/translation_s1_noop/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_noop/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_noop/reconstruction.png"",""target.npy"":""cells/translation_s1_noop/target.npy"",""target.png"":""cells/translation_s1_noop/target.png""}",9.206656095077023e-05,translation_s1_noop,0.0,recovery only,,2,translation,21,20,0.0,9.206656095077023e-05,20,0.00021673989249393344,0.0,0.9997256994247437,3,0.0001811095280572772,0.6058373571962546,0.0,0.003955262000090443,56.60570570760433,9.09741163223548e-05,1,20,6,false,-5.455215159599902e-06,ok,1.0924446284154318e-06,23,0.027502944998559542
move_m5,move,"{""base_field.npz"":""cells/translation_s1_move_m5/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_move_m5/base_reconstruction.npy"",""config.json"":""cells/translation_s1_move_m5/config.json"",""curves.png"":""cells/translation_s1_move_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_move_m5/error.png"",""field.npz"":""cells/translation_s1_move_m5/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_move_m5/history.json"",""immediate.png"":""cells/translation_s1_move_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_move_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_move_m5/input_field.npz"",""progress.jsonl"":""cells/translation_s1_move_m5/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_move_m5/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_move_m5/reconstruction.png"",""target.npy"":""cells/translation_s1_move_m5/target.npy"",""target.png"":""cells/translation_s1_move_m5/target.png""}",9.206656095077023e-05,translation_s1_move_m5,0.0,recovery only,,2,translation,21,20,6.572412874198805e-05,2.6342432208782174e-05,20,0.00023192682419903576,0.5,0.9993261098861694,3,0.0001811095280572772,0.6058373571962546,6.394280353561044e-05,0.003955262000090443,53.50377775373251,8.983508490611538e-05,1,20,6,false,-5.455215159599902e-06,ok,2.231476044654854e-06,23,0.028289478999795392
move_m10,move,"{""base_field.npz"":""cells/translation_s1_move_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_move_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s1_move_m10/config.json"",""curves.png"":""cells/translation_s1_move_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_move_m10/error.png"",""field.npz"":""cells/translation_s1_move_m10/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_move_m10/history.json"",""immediate.png"":""cells/translation_s1_move_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_move_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_move_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s1_move_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_move_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_move_m10/reconstruction.png"",""target.npy"":""cells/translation_s1_move_m10/target.npy"",""target.png"":""cells/translation_s1_move_m10/target.png""}",9.206656095077023e-05,translation_s1_move_m10,0.0,recovery only,,2,translation,21,20,9.170468625395916e-05,3.618746968110658e-07,20,9.706735727377236e-05,1.0,0.9998465776443481,3,0.0001811095280572772,0.6058373571962546,8.655378042021766e-05,0.003955262000090443,61.65214420042217,9.172477391602242e-05,1,20,6,false,-5.455215159599902e-06,ok,3.417870347478179e-07,23,0.02747756499957177
scale_m5,scale,"{""base_field.npz"":""cells/translation_s1_scale_m5/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_scale_m5/base_reconstruction.npy"",""config.json"":""cells/translation_s1_scale_m5/config.json"",""curves.png"":""cells/translation_s1_scale_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_scale_m5/error.png"",""field.npz"":""cells/translation_s1_scale_m5/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_scale_m5/history.json"",""immediate.png"":""cells/translation_s1_scale_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_scale_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_scale_m5/input_field.npz"",""progress.jsonl"":""cells/translation_s1_scale_m5/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_scale_m5/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_scale_m5/reconstruction.png"",""target.npy"":""cells/translation_s1_scale_m5/target.npy"",""target.png"":""cells/translation_s1_scale_m5/target.png""}",9.206656095077023e-05,translation_s1_scale_m5,0.0,recovery only,,2,translation,21,20,1.3121739759257783e-06,9.075438697484445e-05,20,0.00019506001262925565,0.5,0.99977707862854,3,0.0001811095280572772,0.6058373571962546,1.293970399274258e-06,0.003955262000090443,57.808722676585624,9.123843244017646e-05,1,20,6,false,-5.455215159599902e-06,ok,8.281285105937721e-07,23,0.027803232998849126
scale_m10,scale,"{""base_field.npz"":""cells/translation_s1_scale_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_scale_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s1_scale_m10/config.json"",""curves.png"":""cells/translation_s1_scale_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_scale_m10/error.png"",""field.npz"":""cells/translation_s1_scale_m10/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_scale_m10/history.json"",""immediate.png"":""cells/translation_s1_scale_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_scale_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_scale_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s1_scale_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_scale_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_scale_m10/reconstruction.png"",""target.npy"":""cells/translation_s1_scale_m10/target.npy"",""target.png"":""cells/translation_s1_scale_m10/target.png""}",9.206656095077023e-05,translation_s1_scale_m10,0.0,recovery only,,2,translation,21,20,1.8147095825802548e-06,9.025185136818998e-05,20,0.000379109667846933,1.0,0.9997289776802063,3,0.0001811095280572772,0.6058373571962546,1.7422091787011595e-06,0.003955262000090443,57.24683140869631,9.112404900471102e-05,1,20,6,false,-5.455215159599902e-06,ok,9.425119460592073e-07,23,0.027740925001126016
rotate_m5,rotate,"{""base_field.npz"":""cells/translation_s1_rotate_m5/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_rotate_m5/base_reconstruction.npy"",""config.json"":""cells/translation_s1_rotate_m5/config.json"",""curves.png"":""cells/translation_s1_rotate_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_rotate_m5/error.png"",""field.npz"":""cells/translation_s1_rotate_m5/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_rotate_m5/history.json"",""immediate.png"":""cells/translation_s1_rotate_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_rotate_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_rotate_m5/input_field.npz"",""progress.jsonl"":""cells/translation_s1_rotate_m5/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_rotate_m5/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_rotate_m5/reconstruction.png"",""target.npy"":""cells/translation_s1_rotate_m5/target.npy"",""target.png"":""cells/translation_s1_rotate_m5/target.png""}",9.206656095077023e-05,translation_s1_rotate_m5,0.0,recovery only,,2,translation,21,20,3.407101193514915e-12,9.206655754366904e-05,20,0.00020369933918118477,0.5,0.9997313022613525,3,0.0001811095280572772,0.6058373571962546,2.285259004600193e-12,0.003955262000090443,56.65223590654753,9.098575826884748e-05,1,20,6,false,-5.455215159599902e-06,ok,1.0808026819227577e-06,23,0.028458142001909437
rotate_m10,rotate,"{""base_field.npz"":""cells/translation_s1_rotate_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_rotate_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s1_rotate_m10/config.json"",""curves.png"":""cells/translation_s1_rotate_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_rotate_m10/error.png"",""field.npz"":""cells/translation_s1_rotate_m10/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_rotate_m10/history.json"",""immediate.png"":""cells/translation_s1_rotate_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_rotate_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_rotate_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s1_rotate_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_rotate_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_rotate_m10/reconstruction.png"",""target.npy"":""cells/translation_s1_rotate_m10/target.npy"",""target.png"":""cells/translation_s1_rotate_m10/target.png""}",9.206656095077023e-05,translation_s1_rotate_m10,0.0,recovery only,,2,translation,21,20,3.338007171019286e-12,9.206655761276306e-05,20,0.0002101253194268793,1.0,0.999731719493866,3,0.0001811095280572772,0.6058373571962546,3.067058326061689e-12,0.003955262000090443,56.697546770838976,9.099697589275102e-05,1,20,6,false,-5.455215159599902e-06,ok,1.0695850580192102e-06,23,0.027696716999344062
color_m5,color,"{""base_field.npz"":""cells/translation_s1_color_m5/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_color_m5/base_reconstruction.npy"",""config.json"":""cells/translation_s1_color_m5/config.json"",""curves.png"":""cells/translation_s1_color_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_color_m5/error.png"",""field.npz"":""cells/translation_s1_color_m5/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_color_m5/history.json"",""immediate.png"":""cells/translation_s1_color_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_color_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_color_m5/input_field.npz"",""progress.jsonl"":""cells/translation_s1_color_m5/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_color_m5/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_color_m5/reconstruction.png"",""target.npy"":""cells/translation_s1_color_m5/target.npy"",""target.png"":""cells/translation_s1_color_m5/target.png""}",9.206656095077023e-05,translation_s1_color_m5,0.0,recovery only,,2,translation,21,20,1.4026902261713142e-06,9.066387072459892e-05,20,0.00029742097831331193,0.5,0.9997076988220215,3,0.0001811095280572772,0.6058373571962546,1.4026907138031675e-06,0.003955262000090443,55.78570943087424,9.074709234568214e-05,1,20,6,false,-5.455215159599902e-06,ok,1.3194686050880842e-06,23,0.027576033000514144
color_m10,color,"{""base_field.npz"":""cells/translation_s1_color_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_color_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s1_color_m10/config.json"",""curves.png"":""cells/translation_s1_color_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_color_m10/error.png"",""field.npz"":""cells/translation_s1_color_m10/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_color_m10/history.json"",""immediate.png"":""cells/translation_s1_color_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_color_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_color_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s1_color_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_color_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_color_m10/reconstruction.png"",""target.npy"":""cells/translation_s1_color_m10/target.npy"",""target.png"":""cells/translation_s1_color_m10/target.png""}",9.206656095077023e-05,translation_s1_color_m10,0.0,recovery only,,2,translation,21,20,1.8825589962414733e-06,9.018400195452876e-05,20,0.00021760695381090045,1.0,0.9994235634803772,3,0.0001811095280572772,0.6058373571962546,1.882558649413113e-06,0.003955262000090443,55.48416869145719,9.065222319446933e-05,1,20,6,false,-5.455215159599902e-06,ok,1.4143377563009035e-06,23,0.03155127699938021
split_d1_m5,split,"{""base_field.npz"":""cells/translation_s1_split_d1_m5/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_split_d1_m5/base_reconstruction.npy"",""config.json"":""cells/translation_s1_split_d1_m5/config.json"",""curves.png"":""cells/translation_s1_split_d1_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_split_d1_m5/error.png"",""field.npz"":""cells/translation_s1_split_d1_m5/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_split_d1_m5/history.json"",""immediate.png"":""cells/translation_s1_split_d1_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_split_d1_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_split_d1_m5/input_field.npz"",""progress.jsonl"":""cells/translation_s1_split_d1_m5/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_split_d1_m5/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_split_d1_m5/reconstruction.png"",""target.npy"":""cells/translation_s1_split_d1_m5/target.npy"",""target.png"":""cells/translation_s1_split_d1_m5/target.png""}",9.206656095077023e-05,translation_s1_split_d1_m5,0.0,recovery only,1,2,translation,21,20,2.2359020539616456e-06,8.983065889680859e-05,20,0.0017293510027229786,0.5,0.9904150366783142,3,0.0001811095280572772,0.6058373571962546,4.535856078291545e-06,0.003955262000090443,51.036338462926174,8.812801281149088e-05,1,20,6,false,-5.455215159599902e-06,ok,3.9385481392793615e-06,23,0.028127962999860756
split_d1_m10,split,"{""base_field.npz"":""cells/translation_s1_split_d1_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_split_d1_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s1_split_d1_m10/config.json"",""curves.png"":""cells/translation_s1_split_d1_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_split_d1_m10/error.png"",""field.npz"":""cells/translation_s1_split_d1_m10/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_split_d1_m10/history.json"",""immediate.png"":""cells/translation_s1_split_d1_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_split_d1_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_split_d1_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s1_split_d1_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_split_d1_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_split_d1_m10/reconstruction.png"",""target.npy"":""cells/translation_s1_split_d1_m10/target.npy"",""target.png"":""cells/translation_s1_split_d1_m10/target.png""}",9.206656095077023e-05,translation_s1_split_d1_m10,0.0,recovery only,1,2,translation,21,20,-8.105037776433407e-06,0.00010017159872720364,20,0.0037707933224737644,1.0,0.9900611639022827,3,0.0001811095280572772,0.6058373571962546,2.5483885110588744e-05,0.003955262000090443,49.71040589504725,8.672178610487228e-05,1,20,6,false,-5.455215159599902e-06,ok,5.344774845897953e-06,23,0.028908141001011245
split_d2_m5,split,"{""base_field.npz"":""cells/translation_s1_split_d2_m5/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_split_d2_m5/base_reconstruction.npy"",""config.json"":""cells/translation_s1_split_d2_m5/config.json"",""curves.png"":""cells/translation_s1_split_d2_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_split_d2_m5/error.png"",""field.npz"":""cells/translation_s1_split_d2_m5/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_split_d2_m5/history.json"",""immediate.png"":""cells/translation_s1_split_d2_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_split_d2_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_split_d2_m5/input_field.npz"",""progress.jsonl"":""cells/translation_s1_split_d2_m5/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_split_d2_m5/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_split_d2_m5/reconstruction.png"",""target.npy"":""cells/translation_s1_split_d2_m5/target.npy"",""target.png"":""cells/translation_s1_split_d2_m5/target.png""}",9.206656095077023e-05,translation_s1_split_d2_m5,0.0,recovery only,2,2,translation,21,20,-3.446640372635877e-05,0.000126532964677129,20,0.014551603235304356,0.5,0.9523703455924988,3,0.0001811095280572772,0.6058373571962546,-3.216644472558983e-05,0.003955262000090443,40.90007179846719,5.142570703117048e-05,1,20,6,false,-5.455215159599902e-06,ok,4.0640853919599755e-05,23,0.02868841999952565
split_d2_m10,split,"{""base_field.npz"":""cells/translation_s1_split_d2_m10/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s1_split_d2_m10/base_reconstruction.npy"",""config.json"":""cells/translation_s1_split_d2_m10/config.json"",""curves.png"":""cells/translation_s1_split_d2_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s1_split_d2_m10/error.png"",""field.npz"":""cells/translation_s1_split_d2_m10/field.npz"",""gradient_packet"":""cases/translation_s1/gradient_packet.npz"",""history.json"":""cells/translation_s1_split_d2_m10/history.json"",""immediate.png"":""cells/translation_s1_split_d2_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s1_split_d2_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s1_split_d2_m10/input_field.npz"",""progress.jsonl"":""cells/translation_s1_split_d2_m10/progress.jsonl"",""reconstruction.npy"":""cells/translation_s1_split_d2_m10/reconstruction.npy"",""reconstruction.png"":""cells/translation_s1_split_d2_m10/reconstruction.png"",""target.npy"":""cells/translation_s1_split_d2_m10/target.npy"",""target.png"":""cells/translation_s1_split_d2_m10/target.png""}",9.206656095077023e-05,translation_s1_split_d2_m10,0.0,recovery only,2,2,translation,21,20,-4.48073435567538e-05,0.00013687390450752403,20,0.017133653163909912,1.0,0.9520090222358704,3,0.0001811095280572772,0.6058373571962546,-1.1218415238545276e-05,0.003955262000090443,40.752341566857424,5.0019480324551885e-05,1,20,6,false,-5.455215159599902e-06,ok,4.204708062621835e-05,23,0.028228986000613077
